MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
3,6,0,0900-0959,2,1,19,50,Atlantic Southeast Airlines,11965,12510,219,955406,473794,0,0.000199805,17,Ronald Reagan Washington National,38.852,-77.037,NONE,0,0,0,77,9.17,0.193003619,0.18788289,0.19045587,0.139154636
3,5,0,2000-2059,1,6,63,70,Comair Inc.,19559,24032,7717,2006675,1245396,0,9.00E-05,15,Douglas Municipal,35.219,-80.936,Wilkes Barre Scranton International,0.11,0,0,69,11.63,0.175814883,0.18788289,0.201711417,0.231677466
5,1,1,1700-1759,2,4,22,146,Alaska Airlines Inc.,14018,22451,686,1903352,2884187,3.23E-05,0.000174601,8,McCarran International,36.08,-115.152,San Francisco International,0,0,0,73,8.5,0.135245902,0.228643982,0.193667889,0.279891196
9,4,0,2200-2259,3,6,28,76,SkyWest Airlines Inc.,9468,66731,3599,1065782,3472966,3.42E-05,9.90E-05,3,Salt Lake City International,40.784,-111.967,Long Beach Daugherty Field,0,0,0,73,6.71,0.138153902,0.121147715,0.167321456,0.161748742
10,7,0,1200-1259,3,3,28,109,Delta Air Lines Inc.,14324,86312,1387,1908862,12460183,0.000144166,0.00014866,0,San Francisco International,37.619,-122.375,Seattle International,0,0,0,72,9.62,0.118414853,0.142042755,0.16537086,0.164481526
11,4,1,2200-2259,10,4,16,150,JetBlue Airways,14016,24694,89,1827202,3190369,0.000160039,0.000126866,13,Phoenix Sky Harbor International,33.436,-112.009,Logan International,0,0,0,87,3.8,0.188250751,0.156703623,0.139886069,0.167691782
10,3,0,1200-1259,6,4,12,143,Southwest Airlines Co.,5902,115051,2149,690385,13382999,6.18E-05,9.89E-05,15,Austin - Bergstrom International,30.194,-97.67,William P Hobby,0,0,0,95,10.51,0.179322906,0.237024702,0.15751081,0.164481526
5,2,0,0600-0659,4,1,37,100,JetBlue Airways,12849,24886,4505,1472200,3190369,0.000160039,0.000126866,6,Logan International,42.364,-71.006,NONE,0.15,0,0,48,11.63,0.218382262,0.18788289,0.190876701,0.06922199
6,4,0,0900-0959,10,2,43,142,United Air Lines Inc.,14595,53737,5054,1908862,8501631,0.000253804,0.000228985,19,San Francisco International,37.619,-122.375,Orange County,0,0,0,74,8.05,0.265472582,0.178969957,0.251477227,0.151936612
1,4,0,0900-0959,3,2,11,76,"Midwest Airline, Inc.",7835,24623,948,1413432,1529740,1.25E-06,0.000123823,5,Miami International,25.792,-80.286,Southwest Florida International,0,0,0,78,4.7,0.19658387,0.187952726,0.198971757,0.12728284
12,5,1,1000-1059,4,2,9,143,Southwest Airlines Co.,6712,113248,6266,819756,13382999,6.18E-05,9.89E-05,15,Chicago Midway International,41.785,-87.752,Austin - Bergstrom International,0,0,0,37,7.16,0.264038108,0.17435636,0.190768997,0.184210526
2,6,0,0900-0959,1,3,5,160,American Airlines Inc.,2928,70199,707,401950,11744595,9.82E-05,0.000177287,8,San Antonio International,29.533,-98.469,Dallas Fort Worth Regional,0.03,0,0,75,9.4,0.200843581,0.238154355,0.163938839,0.161689245
11,5,0,0900-0959,2,2,9,175,Southwest Airlines Co.,6491,108130,2423,874468,13382999,6.18E-05,9.89E-05,2,Tampa International,27.973,-82.535,Friendship International,0,0,0,86,8.05,0.173056233,0.179251371,0.153721967,0.114646332
5,6,1,1200-1259,3,2,23,66,SkyWest Airlines Inc.,14131,70878,3273,1908862,3472966,3.42E-05,9.90E-05,10,San Francisco International,37.619,-122.375,Palm Springs International,0,0,0,64,11.63,0.174223672,0.18788289,0.179907331,0.191453508
4,6,0,1000-1059,2,2,71,76,American Eagle Airlines Inc.,22914,25138,4447,2907365,1204766,0.000348408,0.000106867,2,Dallas Fort Worth Regional,32.894,-97.03,Walker Field,0,0,0,84,11.63,0.148148148,0.18788289,0.177124023,0.147773102
5,4,1,0700-0759,6,1,18,160,American Airlines Inc.,13575,78894,564,1581456,11744595,9.82E-05,0.000177287,2,Minneapolis-St Paul International,44.886,-93.218,NONE,1.26,0,0,85,4.47,0.257273013,0.18788289,0.25085146,0.097022059
3,4,0,1200-1259,5,3,25,186,Frontier Airlines Inc.,13151,9663,1178,1823051,1857122,0.000115726,7.13E-06,0,Orlando International,28.432,-81.325,Central Illinois Regional,0,0,0,72,7.61,0.211665859,0.18788289,0.179451845,0.179697588
11,7,0,1500-1559,4,2,16,162,JetBlue Airways,6814,24694,104,732595,3190369,0.000160039,0.000126866,19,Nashville International,36.127,-86.682,Fort Lauderdale-Hollywood International,0,0,0,61,2.46,0.188250751,0.155143339,0.113885316,0.169077352
8,2,0,0800-0859,1,2,101,110,Delta Air Lines Inc.,35256,91062,21837,4365661,12460183,0.000144166,0.00014866,17,Atlanta Municipal,33.641,-84.427,Wilkes Barre Scranton International,0,0,0,94,5.37,0.168586267,0.18788289,0.218547944,0.112372666
12,7,0,0700-0759,3,1,20,132,Delta Air Lines Inc.,13493,81498,2496,1208249,12460183,0.000144166,0.00014866,19,LaGuardia,40.779,-73.876,NONE,0,0,0,47,7.16,0.157390024,0.18788289,0.226980168,0.108193861
11,3,0,0900-0959,5,2,24,132,Delta Air Lines Inc.,9031,79989,3937,1065782,12460183,0.000144166,0.00014866,16,Salt Lake City International,40.784,-111.967,Jackson Hole,0,0,0,61,3.36,0.10088232,0.18788289,0.147497552,0.114646332
11,6,0,0800-0859,2,2,71,110,Delta Air Lines Inc.,13199,79989,4894,1486066,12460183,0.000144166,0.00014866,18,Detroit Metro Wayne County,42.217,-83.344,Chicago O'Hare International,0,0,0,39,4.47,0.10088232,0.149478191,0.13570632,0.094316995
2,5,0,0600-0659,7,1,29,234,Delta Air Lines Inc.,15964,67273,2633,2780593,12460183,0.000144166,0.00014866,17,Los Angeles International,33.942,-118.408,NONE,0,0,0,61,6.71,0.176396664,0.18788289,0.236964685,0.078905552
6,6,0,0800-0859,3,1,2,76,Endeavor Air Inc.,1625,21319,106,121022,1212846,0,9.35E-05,5,Savannah/Hilton Head International,32.127,-81.202,NONE,0,0,0,94,7.16,0.254404275,0.18788289,0.230688359,0.131648688
2,2,0,1300-1359,2,4,35,66,SkyWest Airlines Inc.,13281,56790,923,1827202,3472966,3.42E-05,9.90E-05,14,Phoenix Sky Harbor International,33.436,-112.009,Long Beach Daugherty Field,0,0,0,69,4.03,0.23924894,0.18788289,0.205745015,0.246486919
3,2,1,0900-0959,3,2,43,124,United Air Lines Inc.,27137,53007,6372,3103410,8501631,0.000253804,0.000228985,20,Chicago O'Hare International,41.978,-87.906,Douglas Municipal,0,0,0,49,9.17,0.184029614,0.17818075,0.132868232,0.139154636
6,7,0,2000-2059,3,4,52,187,American Airlines Inc.,19087,76419,7752,2006675,11744595,9.82E-05,0.000177287,5,Douglas Municipal,35.219,-80.936,Dallas Fort Worth Regional,0.53,0,0,82,9.62,0.282515139,0.302903406,0.270709157,0.371735576
3,7,1,0800-0859,2,2,12,143,Southwest Airlines Co.,4883,114119,4425,589072,13382999,6.18E-05,9.89E-05,21,William P Hobby,29.645,-95.279,Austin - Bergstrom International,0,0,0,66,12.3,0.204389222,0.159668222,0.191473364,0.108360544
4,7,0,1700-1759,6,3,24,120,United Air Lines Inc.,9556,51763,334,1297685,8501631,0.000253804,0.000228985,22,Philadelphia International,39.868,-75.249,Houston Intercontinental,0,0,0,70,5.82,0.183222896,0.215999207,0.203724031,0.244534759
12,5,0,0600-0659,4,2,21,182,Spirit Air Lines,4058,17201,137,344196,2688839,9.17E-06,0.000124651,2,Port Columbus International,39.991,-82.878,McCarran International,0,0,0,39,2.24,0.181634801,0.229672822,0.190768997,0.081938701
9,2,0,0800-0859,2,2,58,76,Mesa Airlines Inc.,25530,18551,3408,2907365,1191889,0,9.13E-05,13,Dallas Fort Worth Regional,32.894,-97.03,Fort Smith Regional,0,0,0,96,4.03,0.159443757,0.18788289,0.130811488,0.08425519
4,2,0,0900-0959,5,2,9,143,Southwest Airlines Co.,5345,110752,1948,690385,13382999,6.18E-05,9.89E-05,12,Austin - Bergstrom International,30.194,-97.67,El Paso International,0,0,0,74,6.26,0.215725833,0.121848739,0.138603046,0.135373513
6,4,1,2000-2059,3,8,20,70,Comair Inc.,11017,24179,2351,955406,1245396,0,9.00E-05,9,Ronald Reagan Washington National,38.852,-77.037,Columbia Metropolitan,0,0,0,91,7.38,0.217197924,0.18788289,0.251477227,0.371735576
11,5,0,0900-0959,4,2,34,76,SkyWest Airlines Inc.,11407,66502,987,1960746,3472966,3.42E-05,9.90E-05,3,Seattle International,47.447,-122.306,Tucson International,0,0,0,42,7.61,0.136377483,0.12783852,0.153721967,0.114646332
8,6,0,1800-1859,2,4,78,76,American Eagle Airlines Inc.,27148,28893,5503,2907365,1204766,0.000348408,0.000106867,3,Dallas Fort Worth Regional,32.894,-97.03,Monterey Peninsula,0,0,0,99,13.2,0.193156884,0.18788289,0.161869671,0.308386249
10,7,1,1400-1459,3,5,3,50,Comair Inc.,1667,24198,207,148882,1245396,0,9.00E-05,15,Kent County,42.881,-85.524,Ronald Reagan Washington National,0.76,0,0,55,11.18,0.172270495,0.154117076,0.16537086,0.199219597
8,6,0,1100-1159,2,4,62,90,Comair Inc.,19791,24496,8292,2006675,1245396,0,9.00E-05,3,Douglas Municipal,35.219,-80.936,Raleigh-Durham International,0,0,0,90,4.7,0.232998482,0.228498074,0.161869671,0.165124409
9,2,0,0600-0659,3,1,19,70,"Midwest Airline, Inc.",4502,27183,429,477995,1529740,1.25E-06,0.000123823,14,Kansas City International,39.298,-94.714,NONE,0,0,0,81,11.86,0.11127404,0.18788289,0.130811488,0.05556236
10,6,0,0800-0859,2,2,2,129,Allegiant Air,1420,7860,37,106382,1257616,1.33E-05,0.000107743,11,Greenville-Spartanburg,34.899,-82.214,Sanford NAS,0,0,0,86,6.49,0.149040826,0.18788289,0.112162322,0.099702754
6,5,0,1500-1559,2,6,24,90,Comair Inc.,19087,24179,8234,2006675,1245396,0,9.00E-05,3,Douglas Municipal,35.219,-80.936,Washington Dulles International,0,0,0,88,6.04,0.217197924,0.201113262,0.222677771,0.292229949
10,3,0,0600-0659,4,1,21,132,Delta Air Lines Inc.,10218,86312,592,1297685,12460183,0.000144166,0.00014866,16,Philadelphia International,39.868,-75.249,NONE,1.14,0,0,66,11.18,0.118414853,0.18788289,0.15751081,0.058525397
3,4,0,0700-0759,3,1,7,129,Atlantic Southeast Airlines,1555,12510,217,103338,473794,0,0.000199805,11,McGhee Tyson,35.812,-83.992,NONE,0,0,0,50,4.03,0.193003619,0.18788289,0.179451845,0.087364398
11,4,0,1700-1759,3,3,40,191,Delta Air Lines Inc.,13199,79989,4894,1486066,12460183,0.000144166,0.00014866,0,Detroit Metro Wayne County,42.217,-83.344,McCarran International,0,0.1,5.9,33,10.29,0.10088232,0.160685066,0.139886069,0.182646234
7,1,0,2000-2059,4,6,24,110,Delta Air Lines Inc.,19667,90457,3468,2780593,12460183,0.000144166,0.00014866,17,Los Angeles International,33.942,-118.408,San Francisco International,0,0,0,74,8.5,0.190218739,0.198488947,0.219938971,0.336198362
9,4,1,2000-2059,3,1,58,142,United Air Lines Inc.,21760,51239,5989,2743323,8501631,0.000253804,0.000228985,25,Stapleton International,39.774,-104.88,NONE,0,0,0,98,11.63,0.167618164,0.18788289,0.167321456,0.196019798
7,7,0,0600-0659,11,1,32,159,JetBlue Airways,12603,25142,4434,1472200,3190369,0.000160039,0.000126866,5,Logan International,42.364,-71.006,NONE,0,0,0,91,10.51,0.288277587,0.18788289,0.222538482,0.072915911
5,7,0,2000-2059,3,4,50,142,United Air Lines Inc.,20794,53980,5788,2743323,8501631,0.000253804,0.000228985,20,Stapleton International,39.774,-104.88,LaGuardia,0,0,0,74,9.17,0.212819677,0.214383161,0.211331047,0.294700277
9,3,0,1300-1359,3,4,14,143,Southwest Airlines Co.,5445,107436,3132,614236,13382999,6.18E-05,9.89E-05,15,San Jose International,37.363,-121.941,Tucson International,0,0,0,85,5.82,0.124829468,0.102972399,0.128298127,0.136287665
7,2,1,1800-1859,4,4,22,200,JetBlue Airways,10704,25142,3668,1680928,3190369,0.000160039,0.000126866,3,John F. Kennedy International,40.639,-73.777,Fort Lauderdale-Hollywood International,0.01,0,0,88,6.71,0.288277587,0.299500832,0.202011935,0.326392871
12,5,0,0001-0559,3,1,5,143,Southwest Airlines Co.,4387,113248,3560,529046,13382999,6.18E-05,9.89E-05,13,Metropolitan Oakland International,37.721,-122.221,NONE,0,0,0,59,2.24,0.264038108,0.18788289,0.190768997,0.090374436
5,3,0,1200-1259,7,2,23,157,Alaska Airlines Inc.,12037,22451,5958,1960746,2884187,3.23E-05,0.000174601,10,Seattle International,47.447,-122.306,Ronald Reagan Washington National,0,0,0,64,11.18,0.135245902,0.182561973,0.180775199,0.191453508
4,1,1,2100-2159,1,9,20,143,Southwest Airlines Co.,13252,110752,6031,1903352,13382999,6.18E-05,9.89E-05,19,McCarran International,36.08,-115.152,Hollywood-Burbank Midpoint,0,0,0,88,4.92,0.215725833,0.143026706,0.237971867,0.263840087
6,7,1,0600-0659,5,1,9,66,Mesa Airlines Inc.,2081,18858,111,182555,1191889,0,9.13E-05,16,Richmond International,37.505,-77.32,NONE,0,0,0,85,4.92,0.257551368,0.18788289,0.270709157,0.079174682
3,2,1,1700-1759,3,5,11,143,Southwest Airlines Co.,5137,114119,851,573075,13382999,6.18E-05,9.89E-05,18,Raleigh-Durham International,35.875,-78.782,Atlanta Municipal,0.06,0,0,56,10.07,0.204389222,0.14253203,0.132868232,0.225219316
10,3,0,1700-1759,2,4,8,143,Southwest Airlines Co.,2593,115051,979,279230,13382999,6.18E-05,9.89E-05,19,General Mitchell Field,42.95,-87.897,Friendship International,0.29,0,0,59,10.74,0.179322906,0.177863702,0.15751081,0.210931174
5,5,0,0700-0759,2,1,24,76,Endeavor Air Inc.,5562,20860,548,573075,1212846,0,9.35E-05,10,Raleigh-Durham International,35.875,-78.782,NONE,0,0,0,78,8.28,0.15217575,0.18788289,0.206977299,0.097022059
1,5,0,1800-1859,2,7,12,50,Endeavor Air Inc.,4677,19857,398,573075,1212846,0,9.35E-05,16,Raleigh-Durham International,35.875,-78.782,Friendship International,0,0,0,59,4.92,0.198727273,0.171042471,0.171722566,0.239959983
10,3,0,0700-0759,2,2,21,50,SkyWest Airlines Inc.,13751,71625,3687,1581456,3472966,3.42E-05,9.90E-05,15,Minneapolis-St Paul International,44.886,-93.218,Aberdeen Regional,0,0,0,88,5.82,0.147942283,0.18788289,0.15751081,0.080396435
4,5,0,0700-0759,2,1,37,145,Spirit Air Lines,12669,16316,433,1472200,2688839,9.17E-06,0.000124651,13,Logan International,42.364,-71.006,NONE,0.02,0,0,77,22.82,0.186516215,0.18788289,0.232425733,0.094279909
12,6,0,2200-2259,2,7,15,143,Southwest Airlines Co.,8974,113248,6280,1093478,13382999,6.18E-05,9.89E-05,21,Friendship International,39.176,-76.671,Bradley International,0,0,0,65,3.13,0.264038108,0.228726614,0.200428362,0.279208754
3,4,0,1700-1759,2,5,6,50,American Eagle Airlines Inc.,1463,26361,71,121022,1204766,0.000348408,0.000106867,15,Savannah/Hilton Head International,32.127,-81.202,Miami International,0,0,0,80,9.62,0.144887373,0.170001803,0.179451845,0.225219316
11,5,0,2000-2059,8,3,66,160,Delta Air Lines Inc.,31151,79989,19506,4365661,12460183,0.000144166,0.00014866,18,Atlanta Municipal,33.641,-84.427,Philadelphia International,0.01,0,0,66,4.03,0.10088232,0.123115578,0.153721967,0.187377975
12,6,0,0900-0959,1,2,28,132,Delta Air Lines Inc.,12269,81498,2512,1960746,12460183,0.000144166,0.00014866,17,Seattle International,47.447,-122.306,Portland International,0.08,0,0,45,4.47,0.157390024,0.164016958,0.200428362,0.155222868
7,1,1,0800-0859,6,1,50,76,American Eagle Airlines Inc.,26639,28267,5274,2907365,1204766,0.000348408,0.000106867,2,Dallas Fort Worth Regional,32.894,-97.03,NONE,0,0,0,91,9.17,0.203262756,0.18788289,0.219938971,0.113049748
10,1,0,0900-0959,4,1,48,173,United Air Lines Inc.,15277,54923,5120,1690031,8501631,0.000253804,0.000228985,4,Houston Intercontinental,29.983,-95.34,NONE,0,0,0,88,8.05,0.156376273,0.18788289,0.163570662,0.121716688
12,3,0,0600-0659,4,1,8,143,Southwest Airlines Co.,4387,113248,3560,529046,13382999,6.18E-05,9.89E-05,19,Metropolitan Oakland International,37.721,-122.221,NONE,0.06,0,0,53,7.16,0.264038108,0.18788289,0.196265165,0.081938701
10,2,0,0800-0859,5,2,59,160,American Airlines Inc.,25833,80161,13048,2907365,11744595,9.82E-05,0.000177287,6,Dallas Fort Worth Regional,32.894,-97.03,Cleveland-Hopkins International,0,0,0,85,12.08,0.172082137,0.125995154,0.135090506,0.099702754
1,1,0,0600-0659,2,1,29,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,18,McCarran International,36.08,-115.152,NONE,0,0,0,69,5.14,0.172437436,0.18788289,0.176996912,0.063155495
3,7,0,1100-1159,4,1,32,70,SkyWest Airlines Inc.,14450,68810,1098,1208249,3472966,3.42E-05,9.90E-05,1,LaGuardia,40.779,-73.876,NONE,0.66,0.1,0,44,12.3,0.17960719,0.18788289,0.191473364,0.164644714
8,2,0,0001-0559,7,1,8,154,United Air Lines Inc.,11012,55706,4733,1708599,8501631,0.000253804,0.000228985,20,Newark Liberty International,40.696,-74.172,NONE,0,0,0,87,6.71,0.221460287,0.18788289,0.218547944,0.090107405
4,4,0,1300-1359,3,4,73,76,Endeavor Air Inc.,32678,20645,2913,4365661,1212846,0,9.35E-05,12,Atlanta Municipal,33.641,-84.427,Tulsa International,0.09,0,0,80,10.96,0.188378086,0.135394456,0.171316644,0.197502949
5,4,0,0800-0859,2,3,4,143,Southwest Airlines Co.,1662,113709,346,126323,13382999,6.18E-05,9.89E-05,21,Birmingham Airport,33.563,-86.756,Orlando International,0.01,0,0,86,6.71,0.248619996,0.240181449,0.25085146,0.111033417
6,7,1,1900-1959,3,3,25,128,American Airlines Inc.,19087,76419,7752,2006675,11744595,9.82E-05,0.000177287,21,Douglas Municipal,35.219,-80.936,Louis Armstrong New Orleans International,0.03,0,0,94,4.03,0.282515139,0.232769045,0.270709157,0.390600056
6,3,0,1800-1859,6,3,24,176,American Airlines Inc.,10055,76419,3879,1297685,11744595,9.82E-05,0.000177287,18,Philadelphia International,39.868,-75.249,Dallas Fort Worth Regional,0,0,0,76,9.17,0.282515139,0.302903406,0.237174818,0.3656541
7,2,1,1500-1559,3,4,43,110,Delta Air Lines Inc.,14924,90457,6606,1581456,12460183,0.000144166,0.00014866,20,Minneapolis-St Paul International,44.886,-93.218,Douglas Municipal,0.01,0,0,88,9.62,0.190218739,0.225740402,0.202011935,0.255478759
5,4,0,1700-1759,7,5,17,175,Southwest Airlines Co.,7716,113709,3273,1023434,13382999,6.18E-05,9.89E-05,6,San Diego International Lindbergh Fl,32.733,-117.187,Dallas Love Field,0,0,0,66,7.83,0.248619996,0.302592955,0.25085146,0.279891196
11,7,0,1400-1459,4,2,20,247,American Airlines Inc.,12038,77179,1397,1823051,11744595,9.82E-05,0.000177287,6,Orlando International,28.432,-81.325,Philadelphia International,0,0,0,81,11.63,0.142302374,0.123115578,0.113885316,0.165278163
3,1,0,2300-2359,7,5,11,180,Delta Air Lines Inc.,9887,84142,3919,1065782,12460183,0.000144166,0.00014866,5,Salt Lake City International,40.784,-111.967,Portland International,0,0,0,49,4.7,0.124075271,0.119811598,0.160867896,0.185882353
4,7,1,1900-1959,4,6,83,76,Endeavor Air Inc.,32678,20645,2913,4365661,1212846,0,9.35E-05,5,Atlanta Municipal,33.641,-84.427,Roanoke Regional/Woodrum Field,1.29,0,0,77,16.33,0.188378086,0.18788289,0.203724031,0.266095471
4,6,0,1500-1559,4,4,25,76,SkyWest Airlines Inc.,17522,67082,2505,2780593,3472966,3.42E-05,9.90E-05,4,Los Angeles International,33.942,-118.408,Gallatin Field,0,0,0,65,6.71,0.154651265,0.18788289,0.177124023,0.222466456
7,6,0,1300-1359,3,2,26,143,Southwest Airlines Co.,14275,117728,5036,1827202,13382999,6.18E-05,9.89E-05,20,Phoenix Sky Harbor International,33.436,-112.009,Metropolitan Oakland International,0,0,0,106,3.8,0.215945077,0.17064331,0.203312576,0.197821471
3,5,0,1200-1259,2,3,59,50,Endeavor Air Inc.,33799,22191,3137,4365661,1212846,0,9.35E-05,15,Atlanta Municipal,33.641,-84.427,Dannelly Field,0,0,0,69,8.72,0.155571238,0.18788289,0.201711417,0.179697588
8,7,0,0900-0959,2,2,5,50,American Eagle Airlines Inc.,2891,28893,135,289569,1204766,0.000348408,0.000106867,15,Jacksonville International,30.485,-81.688,Miami International,3.18,0,0,98,4.03,0.193156884,0.295612468,0.196519162,0.138066596
1,1,0,1400-1459,3,3,24,66,SkyWest Airlines Inc.,13115,62105,3095,1908862,3472966,3.42E-05,9.90E-05,9,San Francisco International,37.619,-122.375,Mammoth Lakes Airport,0.03,0,0,58,10.51,0.208050847,0.18788289,0.176996912,0.210715285
6,7,1,1300-1359,2,4,18,143,Southwest Airlines Co.,7052,112879,6607,819756,13382999,6.18E-05,9.89E-05,19,Chicago Midway International,41.785,-87.752,Newark Liberty International,0.07,0,0,60,9.62,0.259774616,0.342454835,0.270709157,0.232153165
12,4,0,1200-1259,4,2,68,191,Delta Air Lines Inc.,32251,81498,19689,4365661,12460183,0.000144166,0.00014866,1,Atlanta Municipal,33.641,-84.427,Dallas Fort Worth Regional,0,0,0,65,5.82,0.157390024,0.207667913,0.181617633,0.210959138
7,6,0,1000-1059,2,2,62,50,Endeavor Air Inc.,29376,21554,218,3103410,1212846,0,9.35E-05,15,Chicago O'Hare International,41.978,-87.906,Cincinnati/Northern Kentucky International,0,0,0,94,9.62,0.190766915,0.193760832,0.203312576,0.143075561
7,2,0,0800-0859,2,2,109,199,Delta Air Lines Inc.,35086,90457,21769,4365661,12460183,0.000144166,0.00014866,21,Atlanta Municipal,33.641,-84.427,Southwest Florida International,0.12,0,0,92,5.14,0.190218739,0.207365893,0.202011935,0.113049748
2,1,1,2000-2059,4,8,57,90,Comair Inc.,17206,20452,6612,2006675,1245396,0,9.00E-05,3,Douglas Municipal,35.219,-80.936,Piedmont Triad International,0,0,0,62,6.04,0.213581599,0.18788289,0.229538784,0.280369575
9,1,0,1900-1959,3,7,2,143,Southwest Airlines Co.,1465,107436,629,145475,13382999,6.18E-05,9.89E-05,15,El Paso International,31.807,-106.377,Phoenix Sky Harbor International,0,0,0,89,7.61,0.124829468,0.140267678,0.137111994,0.19799548
4,5,0,1200-1259,4,3,73,124,United Air Lines Inc.,22914,51763,384,2907365,8501631,0.000253804,0.000228985,20,Dallas Fort Worth Regional,32.894,-97.03,Chicago O'Hare International,0,0,0,76,8.5,0.183222896,0.197671889,0.232425733,0.18193401
3,3,0,0800-0859,1,2,84,76,Endeavor Air Inc.,33799,22191,3137,4365661,1212846,0,9.35E-05,5,Atlanta Municipal,33.641,-84.427,Bush Field,0,0,0,63,5.59,0.155571238,0.18788289,0.151268815,0.108360544
3,1,0,1600-1659,2,4,14,180,Delta Air Lines Inc.,4122,84142,734,364314,12460183,0.000144166,0.00014866,3,Cincinnati/Northern Kentucky International,39.048,-84.669,Southwest Florida International,0,0,0,28,10.29,0.124075271,0.151002506,0.160867896,0.216359437
7,6,0,0800-0859,10,1,44,181,American Airlines Inc.,19667,79247,3678,2780593,11744595,9.82E-05,0.000177287,2,Los Angeles International,33.942,-118.408,NONE,0,0,0,74,9.4,0.237709147,0.18788289,0.203312576,0.113049748
12,7,0,1000-1059,3,2,76,157,Delta Air Lines Inc.,32251,81498,19689,4365661,12460183,0.000144166,0.00014866,27,Atlanta Municipal,33.641,-84.427,Ronald Reagan Washington National,0,0,0,57,4.92,0.157390024,0.208171709,0.226980168,0.184210526
1,5,0,1700-1759,3,5,12,50,American Eagle Airlines Inc.,7465,23760,78,1093478,1204766,0.000348408,0.000106867,14,Friendship International,39.176,-76.671,John F. Kennedy International,0,0,0,38,8.5,0.20771688,0.186792986,0.171722566,0.229538826
8,5,0,0600-0659,2,1,26,143,Southwest Airlines Co.,9144,114987,6030,1093478,13382999,6.18E-05,9.89E-05,21,Friendship International,39.176,-76.671,NONE,0.07,0,0,74,5.59,0.19254973,0.18788289,0.211041372,0.070108953
9,1,1,1600-1659,3,5,18,143,Southwest Airlines Co.,8363,107436,5536,1093478,13382999,6.18E-05,9.89E-05,15,Friendship International,39.176,-76.671,Dallas Love Field,0,0,0,90,5.14,0.124829468,0.176145908,0.137111994,0.179702495
5,2,0,2100-2159,4,4,41,154,United Air Lines Inc.,28802,53980,6863,3103410,8501631,0.000253804,0.000228985,13,Chicago O'Hare International,41.978,-87.906,San Jose International,0,0,0,71,4.7,0.212819677,0.181993392,0.190876701,0.318362359
9,1,0,1700-1759,2,4,45,124,United Air Lines Inc.,5646,51239,2191,780326,8501631,0.000253804,0.000228985,21,Washington Dulles International,38.942,-77.458,Nashville International,0,0,0,94,8.95,0.167618164,0.133030366,0.137111994,0.18920765
4,7,0,0001-0559,5,1,14,143,Southwest Airlines Co.,13252,110752,6031,1903352,13382999,6.18E-05,9.89E-05,16,McCarran International,36.08,-115.152,NONE,0,0,0,85,3.13,0.215725833,0.18788289,0.203724031,0.072207388
12,3,0,1100-1159,6,1,49,154,United Air Lines Inc.,21145,51152,5792,2743323,8501631,0.000253804,0.000228985,20,Stapleton International,39.774,-104.88,NONE,0,0,0,57,11.18,0.193808495,0.18788289,0.196265165,0.193888393
12,6,0,0800-0859,1,2,56,44,American Eagle Airlines Inc.,25322,26721,5416,2907365,1204766,0.000348408,0.000106867,18,Dallas Fort Worth Regional,32.894,-97.03,Valley International,0,0,0,61,5.59,0.176872263,0.18788289,0.200428362,0.131552018
8,4,0,0900-0959,1,4,1,90,Comair Inc.,1418,24496,426,106382,1245396,0,9.00E-05,4,Greenville-Spartanburg,34.899,-82.214,Douglas Municipal,0.74,0,0,95,5.14,0.232998482,0.242361061,0.242021354,0.138066596
11,6,0,1100-1159,8,3,54,181,American Airlines Inc.,31151,77179,1058,4365661,11744595,9.82E-05,0.000177287,2,Atlanta Municipal,33.641,-84.427,Dallas Fort Worth Regional,0,0,0,65,8.95,0.142302374,0.168500688,0.13570632,0.129554477
9,5,0,0600-0659,4,1,13,143,Southwest Airlines Co.,4389,107436,3386,529046,13382999,6.18E-05,9.89E-05,16,Metropolitan Oakland International,37.721,-122.221,NONE,0,0,0,97,2.68,0.124829468,0.18788289,0.165247052,0.05556236
11,2,1,1400-1459,2,4,6,143,Southwest Airlines Co.,1564,108130,515,161957,13382999,6.18E-05,9.89E-05,19,Theodore Francis Green State,41.728,-71.426,Ronald Reagan Washington National,0.08,0,0,60,13.87,0.173056233,0.139710674,0.153129972,0.165278163
3,7,0,2200-2259,3,6,20,76,Mesa Airlines Inc.,5670,18407,1756,780326,1191889,0,9.13E-05,5,Washington Dulles International,38.942,-77.458,Bradley International,0,0,0,52,6.71,0.167395853,0.144087256,0.191473364,0.195733689
